,text,Label
639,Democrats have lost more than 900 state legislators since Barack Obama has been president.,true
640,"Carly Fiorina, shes against banning assault weapons.",true
641,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",fake
642,"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",true
643,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",true
644,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,fake
645,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",true
646,Failure to raise the debt limit does not force a U.S. default on debt payments.,true
647,Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,fake
648,Says Donald Trump has defended World War II internment camps.,true
649,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,true
650,"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",true
651,Turkey is an Arab country.,fake
652,Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,fake
653,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,true
654,Says Lee Leffingwell raised property taxes 20 percent in three years.,true
655,Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.,fake
656,"8 years of the Clintons, major losses for Democrats across the nation.",true
657,92 percent of the jobs lost during Barack Obamas first term belonged to women.,fake
658,Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,true
659,"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",true
660,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,fake
661,"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.",fake
662,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,fake
663,Says a highway was closed in El Paso because of bullets flying across the border.,true
664,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.",fake
665,95 percent of the income gains in the last few years have gone to the top 1 percent.,true
666,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.",true
667,We didnt go out and take information from the Hillary Clinton campaign.,fake
668,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",fake
669,On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,true
670,"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.",fake
671,"Low-flow toilets can cost homeowners up to $1,000 each.",true
672,Jim Renacci voted repeatedly to end Medicare.,fake
673,"Sen. Joe Liebermans home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.",true
674,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.",true
675,Wind powers nearly 13 million homes across the country.,true
676,Says businesses pay roughly 60 percent of taxes in Texas.,true
677,Health insurance companies pay CEOs $24 million a year,fake
678,Every president since Franklin Delano Roosevelt has had fast-track trade authority.,true
679,Says Donald Trump wants to deport our Dreamers.,true
680,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,fake
681,The majority of Americans are conservatives.,true
682,Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces.,true
683,Obama has racked up more debt than any president in history over $5 trillion.,true
684,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,true
685,Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,true
686,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,true
687,The No. 1 issue that the American people care about is getting America back to work.,true
688,Says in 1944 we were in debt more than twice as much as we are now.,fake
689,Says Ronda Storms voted to fund the Taj Mahal courthouse.,true
690,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.",true
691,"One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.",true
692,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,true
693,"Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.",true
694,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",fake
695,"Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.",true
696,"Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care",fake
697,Says veterans disability claims backlog doubled in Obamas first term.,true
698,"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.",fake
699,"In 67 different ways, Governor McCrory has raised taxes on middle income families.",true
700,Romney adviser admits Romneycare was blueprint for Obamacare.,true
701,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,fake
702,"Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.",fake
703,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.,fake
704,Some businesses in Oregon are having to shrink back their businesses as a result of the law.,true
705,Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.,fake
706,"We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.",true
707,I have 2 and a half million more votes than he (Sanders) does.,true
708,On abortion,fake
709,Members of Congress receive full pay retirement after serving one term.,fake
710,"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.",true
711,"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.",fake
712,Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,fake
713,"Just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.",true
714,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,true
715,David Perdue said hed raise taxes.,true
716,I am the first Latina to run for governor of Texas.,fake
717,Says Every legislative district in the state has at least one craft brewery and countless home brewers.,fake
718,"Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.",fake
719,"In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.",fake
720,"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.",true
721,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",true
722,"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.",fake
723,"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.",fake
724,Rhode Island has the the second-most heavily deployed National Guard in the United States.,true
725,"Says Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.",fake
726,"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",true
727,Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,true
728,"Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win.",fake
729,"Savings that I achieved helped fund cameras on the border. As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.",true
730,The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.,true
731,Says the number of Americans living at or below the poverty line is at its highest level since 1964.,true
732,The IRS will have the ability potentially to deny or delay health care.,fake
733,"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",fake
734,"We admit about 100,000 permanent immigrants from the Middle East every year.",true
735,Says paid family leave is a program that is standard in all but five nations around the world.,true
736,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",fake
737,"Says in the last 20 years, the French have not stood by the United States on foreign policy.",fake
738,"For the average middle-class family, your taxes today are lower than when I took office.",true
739,"There's more than 100,000 people working at the Department of Agriculture. That's 1 employee for every 30 farmers.",true
740,Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,fake
741,"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.",fake
742,"Barack Obama ""passed laws moving people from welfare to work.""",true
743,"Says Mitt Romney is wrong to claim that spending under Obama has accelerated at a pace without precedent in recent history, because its actually risen slower than at any time in nearly 60 years.",true
744,Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.,true
745,California has robust job growth that outpaces the rest of the nation.,true
746,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",true
747,"The minute this proposal for near-beach oil drilling came up, I was against it.",true
748,The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,true
749,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.",fake
750,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.",true
751,"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",true
752,Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,true
753,Christian Pastor in Vermont Sentenced to One Year in Prison After Refusing to Marry Gay Couple,fake
754,Rhode Island is the only state where officers at state-supported [colleges] carry out their duties unarmed.,true
755,Says the United States has the highest corporate tax rate in the world.,true
756,"It was allowed, referring to her email practices.",fake
757,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',true
758,"Our veterans, in many cases, are being treated worse than illegal immigrants.",fake
759,Says Paul Ryan tried to change the whole game for Social Security,true
760,"Says Rob Portman was a registered foreign agent whose client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.",fake
761,Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,fake
762,Says President Barack Obamas acceptance of an Islamic order and gold medal was unconstitutional.,fake
763,"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",true
764,Not one tax has been raised since Ive been governor.,true
765,"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.",true
766,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,true
767,We spend twice as much per capita on health care as any other nation on Earth.,fake
768,Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,fake
769,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,true
770,Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information.,fake
771,One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).,true
772,Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,fake
773,The average American is working through the month of May just to pay off the government.,true
774,Says Kelly Ayotte stands with the Washington gun lobby. They fund her campaigns.,true
775,"Barack Obama's network of small donors constitutes a ""parallel public financing system.""",true
776,"In Cranston, it costs $5,000 to $6,000 to send out community notifications on just one Level 3 sex offender.",fake
777,"While the countrys economy was battered, nine states with no income tax actually grew jobs from 2001 to 2010.",true
778,"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.",fake
779,"Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.",fake
780,"They say teachers only make on averagein New Jersey 60,000 dollars a year.They only work 180 days.",true
781,"I can put 10,000 people to work. Electricians, plumbers, sheet metal workers -- by retrofitting all of the state buildings for energy independence or efficiency.",true
782,Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,true
783,The city of Atlanta has either the highest or second-highest average water bills in the country.,true
784,"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.",fake
785,Roy Coopers refusal to do his job is costing taxpayers money.,fake
786,"In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.",true
787,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,true
788,Salaries of Austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,true
789,"She (Kagan) took money from Goldman Sachs just like her boss, Obama.",true
790,Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?,fake
791,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,true
792,"Barack Obama wants to ""unilaterally disarm our nation.""",fake
793,On an earmark moratorium.,fake
794,Milwaukees problems include 52 percent black male unemployment.,fake
795,Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget.,fake
796,Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.,fake
797,Harry Reid has voted to give special tax breaks to illegal aliens.,fake
798,Job growth in the United States is now at the fastest pace in this countrys history.,fake
799,"When asked about equal pay for women, (Rubios) quote was that it was a waste of time.",true
800,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,true
801,Says he was known as Veto Corleone for cutting spending as Florida governor.,true
802,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,true
803,On how to respond to Puerto Ricos debt crisis.,true
804,The State of Rhode Island has the worst state-funded pension in the country.,fake
805,In 2009 Hillary Clinton was at the State Department working with U.S. corporations to pressure Haiti not to raise the minimum wage to 61 cents an hour from 24 cents.,true
806,"More than any Republican governor in the 2014 elections, I took a higher percentage of the Republican voteand yet I also carried independents by 12 points.",true
807,"After the 2012 redistricting, Wisconsin has competitive congressional districts.",fake
808,(John McCain) was even mentioned as a running mate with John Kerry.,true
809,I've cast a couple of 99-1 votes and been the lone dissenter.,true
810,Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,fake
811,"Under New York Mayor Bill de Blasio, homicides are up by 20 percent, and subway delays have soared 45 percent.",fake
812,And delivered more tax relief than the other Republicans combined.,true
813,"Says U.S. Rep. Lamar Smith supported the $700 billion Wall Street bailout in 2008, ""but now he is standing in the way of reforms that would assure these bailouts would never happen again.",fake
814,#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.,true
815,Says President Obama has waived the work requirement for welfare.,fake
816,7 out of 10 Oregon families living in poverty have at least one parent who works.,true
817,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,true
818,Says Rick Perry is a 25-year incumbent.,fake
819,"Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa.",true
820,"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""",true
821,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,true
822,Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,fake
823,On running for the presidency in 2012,true
824,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,true
825,"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.",fake
826,Diane Black voted to fund Obamacare.,fake
827,"Hurricane Sandy, the most destructive Atlantic storm ever.",fake
828,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",true
829,I was the most bipartisan senator in the United States Senate.,true
830,"Says Gov. Scott Walker raises the pay of inmates, but we dont raise the pay of staff in our correctional institutions.",fake
831,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,fake
832,U.S. debt is now equal to 100 percent of the GDP.,true
833,Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.,fake
834,Pat Toomey still supports privatizing Social Security.,true
835,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,true
836,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,true
837,"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.",true
838,Says President Barack Obama has opened up no new trade relationships with other nations.,fake
839,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,true
840,"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs $10 a pop.",fake
841,"(Jeb) Bush, not the State of Florida, decided which private emails to disclose.",true
842,History tells us that job growth always lags behind economic growth.,true
843,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.,true
844,"More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didnt have a single Moderate on their ballot.",true
845,President Obama is attacking Paul Ryan on Medicare even though it is his administration with the help of Jim Langevin who cut $716 billion from Medicare.,true
846,Says Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,fake
847,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",fake
848,Barbara Boxers worried about the weather instead of terrorism as the biggest threat to national security.,fake
849,We spend three times more on entitlements and debt services than we do on defense.,true
850,"In the 2014 elections, the American people overwhelmingly said we dont want Obamacare and we dont want amnesty.",fake
851,Dan Patrick got caught not paying his taxes and pocketed his employees payroll taxes.,true
852,Says Merrick Garland authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.,fake
853,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",true
854,Letting the Bush tax cuts expire would raise taxes on small businesses.,fake
855,"Statistics bear out that any time a country, a state, makes more restrictive abortion laws ... fatalities go up and abortions actually increase.",fake
856,The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,true
857,"Of the approximately 6 million disenfranchised felons in the United States, one-quarter are Floridians.",true
858,"Obama ""basically threatened to bomb Pakistan.""",fake
859,The Governor did not consult members of his own party before he released his [transportation] plan.,fake
860,Ohio has lost more population than every other state in the country except for two.,fake
861,"Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.",true
862,Gov. Rick Perry has overseen the highest Texas unemployment in 22 years.,true
863,On support for the auto bailouts.,fake
864,"Ed Gillespies 2006 book promoted an individual health care mandate, and recommends that it be enforced by the IRS through the income tax code.",true
865,When Republican extremists tried to take away abortion rights Blake Rocap stopped them.,fake
866,Says Obama refuses to recognize Jerusalem as the capital of Israel.,true
867,Says he helped to draft parts of the Dodd-Frank Wall Street reform bill.,true
868,Says income tax rates under Eisenhower were as high as 90 percent.,true
869,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs.,true
870,"Romneys Medicare plan was estimated to cost the average senior about $6,000 a year.",true
871,"If we had the same staffing ratio (of officers to residents) as Seattle, wed have 300 more officers in our department.",true
872,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana.,true
873,"When career politician Daniel Webster became speaker of the House, he wasted $32,000 of our money on a spiral staircase for his office.",true
874,Texas had the highest level of turnout than ever before in the primary.,true
875,"Says the difference between her and Barack Obama is ""about 35 years of experience.""",fake
876,22 veterans take their own lives each day.,true
877,"The United States is the only major country on earth that doesnt guarantee health care to all people as a right, not a privilege.",true
878,Said former U.S. Ambassador to Kenya Scott Gration was forced to resign two years ago because of his personal use of emails.,fake
879,Says Florida is a model for successful pretrial release programs.,true
880,If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.,fake
881,Redistribution has never been a characteristic of America.,fake
882,Tampa is the strip club capital of the world.,fake
883,Said they reached a power-sharing agreement with Republican Lt. Gov. Casey Cagle,fake
884,Says between 6 and 20 bicycles can be parked in the space required by one car.,true
885,I unsealed my records at Marquette University.,fake
886,Says that U.S. Rep. Allen West is a constituent of mine.,true
887,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",fake
888,Says Texas wildfires are linked to climate change.,true
889,"if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!",fake
890,"Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.",fake
891,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument",fake
892,The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of states office than when she took it.,true
893,Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls.,fake
894,Bill Richardson is the only major Democratic candidate with a plan to withdraw all American troops from Iraq. All of the other major Democratic candidates support leaving American troops in Iraq indefinitely.,true
895,I earned more votes in the state of Wisconsin than Donald Trump did in New York.,true
896,"There are 278 Republicans in Congress. (With Eric Cantors defeat), they are now all Christian and all white except for one black senator, who was appointed.",true
897,"If the Stamp Farm wind turbine is built, the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.",fake
898,Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.,fake
899,Says she condemned violence at a campaign stop in Arizona in March.,true
900,"According to the most recent report, Wisconsins high school graduation rates are also up again -- to third best in the country.",true
901,"In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.",true
902,"On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way.",fake
903,"Dem-controlled Ohio House voted to change the process, to create objective criteria, to modify the Constitution ... to take politics out of the efforts to draw legislative boundaries.",fake
904,"Over the last few years, weve put more people back to work than all the other advanced economies combined.",true
905,"Obama ""voted against critical resources: no to individual body armor, no to helicopters, no to ammunition, no to aircraft.""",fake
906,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.,fake
907,"Under Tom Barretts leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.",fake
908,Barack Obama appeared in the video for 'Whoomp! (There it is!)',fake
909,"Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas.",true
910,"Under President George W. Bush, the U.S. had 52 months of ... uninterrupted job creation and revenues were at an all-time high in 2007.",true
911,Says Gov. Scott Walker didnt balance the budget so we now have a larger state deficit 14 months into (his) term than we did when he was elected.,true
912,"Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model.",fake
913,Says that Josh Mandel voted to let insurance companies deny coverage for autism,true
914,"Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasnt had an impact.",fake
915,"Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we dont need federal standards.",true
916,The rifle used by Omar Mateen shoots off 700 rounds in a minute.,fake
917,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs.",fake
918,"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.",fake
919,Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.,fake
920,"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.",true
921,Teachers are working their third consecutive year -- some longer than that -- without salary increases.,fake
922,The highest paid employee of the State of Rhode Island is a basketball coach.,true
923,I don't have lobbyists running my campaign.,fake
924,"Expanding Medicaid would require borrowing more money, drastically expanding our deficit.",true
925,"After (Jeb) Bushs two terms in office, Floridas graduation rate was dead last and remains near the bottom.",true
926,Farming is one of the fastest growing areas of our economy.,fake
927,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.,fake
928,"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",fake
929,The proposed Keystone XL oil pipeline is a bipartisan proposal.,true
930,On support for gay marriage.,true
931,Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.,true
932,Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants.,true
933,A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do.,fake
934,Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,fake
935,Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' ,fake
936,Much more than 50 percentof parents out there are spankers.,true
937,Wisconsin is one of the highest taxed states in the nation.,true
938,"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",fake
939,Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.,fake
940,Says Rick Perry doubled spending in a decade.,fake
941,"Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!",true
942,The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,fake
943,"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",fake
944,The projected $1.8 billion state budget shortfall for 2015-17 actually comes from an assumption based on zero growth. That just doesnt happen.,fake
945,"Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams.",fake
946,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons to the folks who harbored Osama bin Laden.",fake
947,Says Donald Trump doesnt make a thing in America.,fake
948,Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.,fake
949,"John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.",true
950,Washington politicians run Social Security like a Ponzi scheme.,fake
951,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.",true
952,"Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.",fake
953,California has the sixth largest economy on planet Earth.,true
954,"Barack Obama's plan calls for ""mandates and fines for small businesses.""",fake
955,Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.,fake
956,Our credit rating went up since Ive been in office.,fake
957,African-American children are 500 percent more likely to die from asthma than white kids.,true
958,U.S. police killed more people in just one month than the U.K.s did in over a century.,fake
959,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,true
960,When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,true
961,Says 11 soccer players on the U.S. Mens National Team are immigrants.,fake
962,The president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation.,fake
963,Rob Portman won the fewest votes of all Ohio U. S. Senate victors since 2000.,true
964,Says U.S. Senate candidate Michelle Nunn was handpicked by President Barack Obama,true
965,China owns about 29 percent of (the U.S.) debt.,fake
966,"Chris Sununu supported Obamas Common Core agenda, taking away local control of our schools.",fake
967,(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.,fake
968,Gwinnett County government has made significant cutbacks in staffing.,true
969,"Says the Constitution specifically states the Congress shall write legislation for immigration policy, so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",true
970,Crime rises in communities with casinos.,true
971,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,true
972,A space shuttle the National Museum of the United States Air Force near Dayton would be within a days drive of 60 percent of the U.S. population.,true
973,It isnt me cutting the budget. Its the Congressdecision on sequestration. So it isnt secretary of defense or the president doing this.,true
974,"Arizona schools rank 45th in the nation, dead last in funding per student.",true
975,Rhode Island is at the top of the country for alcohol-related fatalities.,true
976,"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",fake
977,Florida has the second-lowest (campaign) contribution limit in the entire country.,fake
978,"As CEO of WWE, Linda McMahon was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers.",true
979,"We have, right now, Hezbollah, which is working throughout Latin America, in Venezuela, in Mexico, throughout Latin America, which poses a very significant and imminent threat to the United States of America.",fake
